date,spy_close,vix_close,vix3m_close,hyg_close,lqd_close,tlt_close,hy_oas,t10y2y,nfci
2000-02-15,88.40117645263672,22.920000076293945,,,,,1.77,-0.1,
2000-02-16,87.09894561767578,23.510000228881836,,,,,1.79,-0.07,
2000-02-17,86.64855194091797,23.170000076293945,,,,,1.75,-0.11,
2000-02-18,84.78833770751953,26.0,,,,,1.82,-0.17,-0.202
2000-02-22,84.57293701171875,25.860000610351562,,,,,1.88,-0.21,
2000-02-23,85.57159423828125,23.889999389648438,,,,,1.84,-0.17,
2000-02-24,83.8483657836914,24.3799991607666,,,,,1.94,-0.16,
2000-02-25,83.54491424560547,25.200000762939453,,,,,1.99,-0.09,-0.189
2000-02-28,85.29742431640625,24.68000030517578,,,,,2.01,-0.1,
2000-02-29,86.11988067626953,23.3700008392334,,,,,1.91,-0.11,
2000-03-01,86.74645233154297,21.639999389648438,,,,,1.96,-0.13,
2000-03-02,86.80523681640625,21.059999465942383,,,,,1.95,-0.12,
2000-03-03,88.43050384521484,19.209999084472656,,,,,1.93,-0.11,-0.173
2000-03-06,87.56890869140625,21.5,,,,,1.91,-0.13,
2000-03-07,85.87509155273438,24.309999465942383,,,,,1.95,-0.09,
2000-03-08,85.76741790771484,23.81999969482422,,,,,1.98,-0.12,
2000-03-09,88.27385711669922,22.209999084472656,,,,,2.05,-0.13,
2000-03-10,87.80389404296875,21.239999771118164,,,,,2.09,-0.16,-0.153
2000-03-13,86.84437561035156,22.850000381469727,,,,,2.17,-0.16,
2000-03-14,85.61077880859375,24.40999984741211,,,,,2.15,-0.17,
2000-03-15,87.60807037353516,22.34000015258789,,,,,2.17,-0.21,
2000-03-16,91.7006607055664,20.770000457763672,,,,,2.16,-0.24,
2000-03-17,92.30670166015625,22.3700008392334,,,,,2.16,-0.3,-0.13
2000-03-20,91.83552551269531,22.959999084472656,,,,,2.14,-0.34,
2000-03-21,93.72015380859375,21.700000762939453,,,,,2.18,-0.37,
2000-03-22,94.28943634033203,21.489999771118164,,,,,2.2,-0.37,
2000-03-23,95.89927673339844,22.260000228881836,,,,,2.2,-0.44,
2000-03-24,96.46852111816406,23.309999465942383,,,,,2.13,-0.44,-0.108
2000-03-27,95.44766998291016,24.530000686645508,,,,,2.11,-0.45,
2000-03-28,94.89799499511719,24.860000610351562,,,,,2.16,-0.43,
2000-03-29,94.99617767333984,24.100000381469727,,,,,2.2,-0.41,
2000-03-30,93.4060287475586,25.469999313354492,,,,,2.3,-0.46,
2000-03-31,94.46614074707031,24.110000610351562,,,,,2.3,-0.47,-0.088
2000-04-03,95.01576232910156,24.030000686645508,,,,,2.3,-0.45,
2000-04-04,94.3091049194336,27.1200008392334,,,,,2.38,-0.45,
2000-04-05,93.72015380859375,28.40999984741211,,,,,2.45,-0.45,
2000-04-06,94.53480529785156,27.149999618530273,,,,,2.39,-0.45,
2000-04-07,95.13359832763672,24.389999389648438,,,,,2.4,-0.52,-0.072
2000-04-10,94.7605972290039,25.989999771118164,,,,,2.44,-0.51,
2000-04-11,94.48573303222656,27.25,,,,,2.45,-0.47,
2000-04-12,91.89442443847656,28.979999542236328,,,,,2.44,-0.43,
2000-04-13,90.6183853149414,29.399999618530273,,,,,2.45,-0.46,
2000-04-14,85.43571472167969,33.4900016784668,,,,,2.53,-0.42,-0.058
2000-04-17,88.41963958740234,28.950000762939453,,,,,2.5,-0.32,
